UW_000	/organization/educational_institution	/organization
Department of Chemistry_001	/education/department	/organization
Scaringe_486	/person
Mr. Scaringe_487	/person
Ms. Rain_488	/person
Rain_489	/person
Barrett_490	/person
Scaringe_491	/person
Judge Main_492	/person
Rain_493	/person
Scaringe_494	/person
Barrett_495	/person
Judge Main_496	/person
Spencer Anderson_497	/person	/person/doctor
U.S. Army_498	/military	/organization
Billings_499	/location/city	/location
Spencer_500	/person	/person/soldier
Spencer_501	/person	/person/soldier
Army_502	/military	/organization
Iraq_503	/location/country	/location
German shepherds_504	/living_thing	/livingthing/animal
Belgian malinois_505	/living_thing	/livingthing/animal
Baxter Creek Veterinary Clinic_506	/building	/building/hospital
Spencer_507	/person
acupuncture_508	/medicine/medical_treatment
Army_509	/military	/organization
Spencer_510	/person	/person/soldier
Bozeman_511	/location/city	/location
Spencer_512	/person
Jennifer Leight_513	/person
Newfoundland_514	/living_thing	/livingthing/animal
Spencer_515	/person
Leight_516	/person
Leight_517	/person
Bridger Canyon_518	/location
Bridger Bowl ski area_519	/location
Northwestern Energy_520	/organization	/organization/company
Claudia Rapkoch_521	/person
Bridger Bowl_522	/location
Facebook_523	/internet/website	/organization/company	/organization
Bridger_524	/organization	/organization/company
Sony_525	/organization	/organization/company
Sony_526	/organization	/organization/company
UHS-I_527	/product
Sony_528	/organization	/organization/company
CES_529	/event
SD Association_530	/organization
SD_531	/product
EyeFi_532	/product
PhotographyBlog_533	/internet/website
SanDisk_534	/organization	/organization/company
Lexar_535	/organization	/organization/company
CES_536	/event
Lexar_537	/organization	/organization/company
Sony_538	/organization	/organization/company
Port-au-Prince_539	/location/city	/location
Haiti_540	/location/country	/location
Maggie Steber_541	/person	/person/artist
Haiti_542	/location/country	/location
FotoKonbit_543	/organization
United Nations_544	/organization
Steber_545	/person
FotoKonbit_546	/organization
Holga_547	/product	/product/camera
Haitians_548	/location/country	/location
Steber_549	/person
Haitians_550	/location/country	/location
College of Medical , Veterinary & Life Sciences_551	/organization	/organization/educational_institution
University of Glasgow_552	/organization	/organization/educational_institution
Glasgow_553	/location/city	/location
UK_554	/location/country	/location
Companion Animal Society_555	/organization
New Zealand Veterinary Association_556	/organization
New Zealand_557	/location/country	/location
anaesthesia_558	/medicine/symptom
analgesia_559	/medicine/symptom
Unitec Institute of Technology_560	/organization/educational_institution	/organization
Auckland_561	/location/city	/location
New Zealand_562	/location/country	/location
